Treatment,Tank,Ploidy,Tag colour,Tag num,Shell Height,Shell length,Shell width,Mass,Time 
12.5,15,3M,red,,29.24,,,2.4,2_end
12.5,15,3M,red,,24.96,,,1.4,2_end
12.5,15,3M,red,,21.82,,,1.9,2_end
12.5,15,3M,red,,32.03,,,2.5,2_end
12.5,15,3M,red,,28.19,,,1.9,2_end
12.5,15,3M,red,,20.24,,,1,2_end
12.5,15,3M,red,,24.08,,,1.3,2_end
12.5,15,3M,red,,26.83,,,2.2,2_end
12.5,15,3M,red,,18.32,,,0.9,2_end
12.5,15,3M,red,,25.35,,,1.7,2_end
12.5,15,3M,red,,25.36,,,2,2_end
12.5,15,3C,blue,,18.57,,,0.7,2_end
12.5,15,3C,blue,,28.49,,,2.5,2_end
12.5,15,3C,blue,,21.36,,,0.9,2_end
12.5,15,3C,blue,,23.11,,,1.8,2_end
12.5,15,3C,blue,,19.04,,,0.9,2_end
12.5,15,3C,blue,,19.3,,,0.8,2_end
12.5,15,3C,blue,,22.59,,,0.9,2_end
12.5,15,3C,blue,,18.23,,,1,2_end
12.5,15,3C,blue,,24.42,,,1.2,2_end
12.5,15,3C,blue,,22.17,,,1.2,2_end
12.5,15,3C,blue,,17.62,,,0.8,2_end
12.5,15,3C,blue,,19.67,,,0.9,2_end
12.5,15,3C,blue,,23.65,,,1.3,2_end
12.5,15,3C,blue,,24.9,,,1.2,2_end
12.5,15,3C,blue,,19.97,,,1.1,2_end
12.5,15,3C,blue,,21.52,,,1,2_end
12.5,15,3C,blue,,18.12,,,0.8,2_end
12.5,15,3C,blue,,23.04,,,1.1,2_end
12.5,15,3C,blue,,21.04,,,1.3,2_end
12.5,15,3C,blue,,17.43,,,0.9,2_end
12.5,15,3C,blue,,22.47,,,1.3,2_end
12.5,15,3M,red,,29.61,,,2.4,2_end
12.5,15,3M,red,,21.27,,,1.3,2_end
12.5,15,2M,green,,20.76,,,0.8,2_end
12.5,15,2M,green,,24.78,,,1.7,2_end
12.5,15,2M,green,,17.55,,,0.8,2_end
12.5,15,2M,green,,16.89,,,0.7,2_end
12.5,15,2M,green,,19.64,,,1.1,2_end
12.5,15,2M,green,,21.32,,,1.1,2_end
12.5,15,2M,green,,21.62,,,1.2,2_end
12.5,15,2M,green,,18.02,,,0.9,2_end
12.5,15,2M,green,,17.78,,,0.5,2_end
12.5,15,2M,green,,20.34,,,0.8,2_end
12.5,15,2M,green,,17.98,,,0.5,2_end
12.5,15,2M,green,,20.16,,,0.9,2_end
12.5,15,2M,green,,16.67,,,0.6,2_end
12.5,15,2M,green,,17.02,,,1,2_end
12.5,15,2M,green,,16.62,,,0.7,2_end
12.5,15,2M,green,,20.64,,,0.7,2_end
12.5,15,2M,green,,17.23,,,0.7,2_end
12.5,8,3M,red,22,31.71,17,12.25,2.8,2_end
12.5,8,3M,red,2,39.48,22.59,17.1,6.4,2_end
12.5,8,3M,red,20,15.52,15.72,6.07,1.3,2_end
12.5,8,3M,red,15,26.02,18.65,11.87,2.8,2_end
12.5,8,3M,red,27,19.4,13.22,7.21,1.1,2_end
12.5,8,3M,red,5,27.31,19.62,11.29,2.8,2_end
12.5,8,3M,red,6,23.09,15.61,8.29,1.6,2_end
12.5,8,3M,red,29,23.58,14.56,6.77,1.3,2_end
12.5,8,3M,red,14,24.04,16.13,10.36,1.9,2_end
12.5,8,3M,red,23,27.07,13.79,7.34,1.7,2_end
12.5,8,3M,red,,34.04,,,3.3,2_end
12.5,8,3M,red,,31.22,,,2.6,2_end
12.5,8,3M,red,,25.95,,,2.8,2_end
12.5,8,3M,red,,24.03,,,1.5,2_end
12.5,8,3M,red,,28.31,,,1.7,2_end
12.5,8,3M,red,,27.16,,,1.7,2_end
12.5,8,3M,red,,27.61,,,1.9,2_end
12.5,8,3M,red,,27.72,,,1.6,2_end
12.5,8,3M,red,,21.25,,,1.2,2_end
12.5,8,3M,red,,26.25,,,2.1,2_end
12.5,8,3M,red,,23.16,,,1.6,2_end
12.5,8,3M,red,,30.08,,,3.5,2_end
12.5,8,3M,red,,24.94,,,2.2,2_end
12.5,8,3M,red,,20.84,,,1.3,2_end
12.5,8,3M,red,,26.03,,,1.3,2_end
12.5,8,3M,red,,22.78,,,1.6,2_end
12.5,8,3M,red,,25.1,,,1.7,2_end
12.5,8,3C,blue,26,31.25,17.82,7.32,1.9,2_end
12.5,8,3C,blue,29,19.11,15.96,4.11,0.9,2_end
12.5,8,3C,blue,2,25.93,13.88,4.85,1.3,2_end
12.5,8,3C,blue,14,24.86,17.41,6.06,1.5,2_end
12.5,8,3C,blue,3,21.07,16.45,8.01,1.2,2_end
12.5,8,3C,blue,10,20.34,16.07,4.77,1,2_end
12.5,8,3C,blue,11,19.88,14.87,4.84,0.9,2_end
12.5,8,3C,blue,16,24.82,16.95,9.35,2,2_end
12.5,8,3C,blue,12,24.59,15.31,5.04,1.1,2_end
12.5,8,3C,blue,18,23.3,16.33,16.47,1.5,2_end
12.5,8,2M,green,9,24.05,18.12,7.74,1.4,2_end
12.5,8,2M,green,22,30.37,17.73,6.63,2,2_end
12.5,8,2M,green,13,23.37,14.95,8.42,1.7,2_end
12.5,8,2M,green,16,27.43,16.9,6.95,2,2_end
12.5,8,2M,green,19,19.43,14.98,5.24,0.9,2_end
12.5,8,3M,green,32,25.72,18.39,6.8,1.7,2_end
12.5,8,2M,green,17,20.47,14.96,5.86,1,2_end
12.5,8,2M,green,10,21.56,15.96,5.55,1,2_end
12.5,8,2M,green,5,20.14,17.06,9.24,1.4,2_end
12.5,8,2M,green,28,20.76,20.72,6.89,1.4,2_end
12.5,8,3C,blue,,37.33,,,3,2_end
12.5,8,3C,blue,,30.72,,,2.3,2_end
12.5,11,3M,red,,35.76,,,2.5,2_end
12.5,11,3C,blue,,28.84,,,2.3,2_end
12.5,15,3M,red,,30.51,,,3.3,2_end
12.5,15,2M,green,,30.66,,,2.3,2_end
12.5,8,3C,blue,,21.23,,,1.1,2_end
12.5,8,3C,blue,,30.86,,,2.5,2_end
12.5,8,3C,blue,,24.28,,,1.3,2_end
12.5,8,3C,blue,,23.31,,,1.7,2_end
12.5,8,3C,blue,,18.39,,,0.8,2_end
12.5,8,3C,blue,,21.89,,,1.4,2_end
12.5,8,3C,blue,,19.82,,,0.9,2_end
12.5,8,3C,blue,,24.91,,,1.5,2_end
12.5,8,3C,blue,,22.53,,,1.3,2_end
12.5,8,3C,blue,,22.15,,,1.1,2_end
12.5,8,3C,blue,,24.42,,,1.3,2_end
12.5,8,3C,blue,,21.72,,,1,2_end
12.5,8,3C,blue,,24.55,,,1.2,2_end
12.5,8,3C,blue,,26.79,,,1.6,2_end
12.5,8,3C,blue,,22.82,,,1.1,2_end
12.5,8,3C,blue,,20.98,,,1.1,2_end
12.5,8,3C,blue,,16.96,,,0.8,2_end
12.5,8,3C,blue,,18.85,,,1.1,2_end
12.5,8,3M,red,,23.56,,,1.5,2_end
12.5,8,2M,green,,25.43,,,1.1,2_end
12.5,8,2M,green,,22.25,,,1.1,2_end
12.5,8,2M,green,,21.33,,,1,2_end
12.5,8,2M,green,,18.19,,,1,2_end
12.5,8,2M,green,,28.98,,,3.5,2_end
12.5,8,2M,green,,21.18,,,1.2,2_end
12.5,8,2M,green,,21.55,,,1.3,2_end
12.5,8,2M,green,,19.3,,,0.8,2_end
12.5,8,2M,green,,24.06,,,1.3,2_end
12.5,8,2M,green,,28.04,,,2,2_end
12.5,8,2M,green,,18.8,,,1.1,2_end
12.5,8,2M,green,,22.02,,,1.8,2_end
12.5,8,2M,green,,19.86,,,1.2,2_end
12.5,8,2M,green,,16.41,,,0.9,2_end
12.5,8,2M,green,,19.07,,,1,2_end
12.5,8,2M,green,,20.3,,,1.2,2_end
12.5,8,2M,green,,22.84,,,1.4,2_end
12.5,8,2M,green,,21.54,,,1.4,2_end
12.5,8,2M,green,,18.93,,,1.3,2_end
12.5,8,2M,green,,20.87,,,1.4,2_end
12.5,8,2M,green,,20.3,,,1.4,2_end
12.5,8,2M,green,,19.03,,,1.2,2_end
12.5,11,3M,red,36,35.3,22.83,13.41,4.3,2_end
12.5,11,3M,red,41,27.15,17.36,8.65,2.1,2_end
12.5,11,3M,red,56,28.48,16.47,9.32,2.7,2_end
12.5,11,3M,red,63,22.33,12.6,6.98,1.4,2_end
12.5,11,3M,red,55,27.09,14.48,7.88,1.8,2_end
12.5,11,3M,red,51,25.36,15.47,7.4,1.7,2_end
12.5,11,3M,red,44,22.11,13.8,6.39,1.1,2_end
12.5,11,3M,red,33,24.11,15.19,9.4,1.6,2_end
12.5,11,3M,red,54,25.74,17.36,7.87,2,2_end
12.5,11,3M,red,43,22.75,13.93,8.48,1.4,2_end
12.5,11,3M,red,,28.01,,,2.2,2_end
12.5,11,3M,red,,25.6,,,1.8,2_end
12.5,11,3M,red,,25.07,,,1.5,2_end
12.5,11,3M,red,,21.16,,,1.3,2_end
12.5,11,3M,red,,22.69,,,1.3,2_end
12.5,11,3M,red,,20.12,,,1.1,2_end
12.5,11,3M,red,,29.06,,,1.5,2_end
12.5,11,3M,red,,20.97,,,1.1,2_end
12.5,11,3M,red,,23.27,,,1.4,2_end
12.5,11,3M,red,,23.17,,,1.3,2_end
12.5,11,3M,red,,26.55,,,1.8,2_end
12.5,11,3M,red,,23.87,,,1.6,2_end
12.5,11,3M,red,,23.38,,,1.3,2_end
12.5,11,3M,red,,18.98,,,1.3,2_end
12.5,11,3M,red,,25.95,,,1.4,2_end
12.5,11,3M,red,,18.78,,,0.9,2_end
12.5,11,3M,red,,18.25,,,0.9,2_end
12.5,11,3M,red,,24.78,,,1.4,2_end
12.5,11,3M,red,,21.45,,,1.4,2_end
12.5,11,3C,blue,11,30.03,24.07,7.45,2.6,2_end
12.5,11,3C,blue,16,24.92,16,6.11,1.3,2_end
12.5,11,3C,blue,28,24.39,16.61,5.91,1.4,2_end
12.5,11,3C,blue,23,22.37,15.19,6.17,1.2,2_end
12.5,11,3C,blue,9,17.62,18.52,5.87,1,2_end
12.5,11,3C,blue,31,25.45,16.56,8.63,2,2_end
12.5,11,3C,blue,29,28.99,16.26,8.4,1.8,2_end
12.5,11,3C,blue,24,28.67,16.55,7.4,2,2_end
12.5,11,3C,blue,30,21.22,14.76,5.25,1,2_end
12.5,11,3C,blue,26,22.05,13.72,7.65,1.2,2_end
12.5,11,3C,blue,,19.03,,,0.9,2_end
12.5,11,3C,blue,,23.68,,,1.3,2_end
12.5,11,3C,blue,,17.48,,,0.9,2_end
12.5,11,3C,blue,,26.93,,,1.7,2_end
12.5,11,3C,blue,,20.1,,,1.1,2_end
12.5,11,3C,blue,,20.92,,,0.9,2_end
12.5,11,3C,blue,,21.76,,,1.1,2_end
12.5,11,3C,blue,,25.51,,,1.7,2_end
12.5,11,3C,blue,,18.4,,,1.2,2_end
12.5,11,3C,blue,,17.17,,,0.7,2_end
12.5,11,3C,blue,,23.14,,,1.6,2_end
12.5,11,3C,blue,,16.71,,,0.7,2_end
12.5,11,3C,blue,,20.24,,,1,2_end
12.5,11,3C,blue,,22.33,,,1.3,2_end
12.5,11,3C,blue,,18.36,,,0.6,2_end
12.5,11,3C,blue,,21.75,,,1.2,2_end
12.5,11,3C,blue,,25.56,,,1.3,2_end
12.5,11,3C,blue,,19.69,,,0.9,2_end
12.5,11,2M,green,56,23.33,12.87,4.99,0.9,2_end
12.5,11,2M,green,47,21.41,16.95,5.64,1.3,2_end
12.5,11,2M,green,62,21.17,15.5,7.67,1.2,2_end
12.5,11,2M,green,34,25.94,16.11,6.07,1.3,2_end
12.5,11,2M,green,57,23.18,16.93,3.99,1.1,2_end
12.5,11,2M,green,50,22.05,15.54,4.41,1.1,2_end
12.5,11,2M,green,42,23.14,15,5.08,0.9,2_end
12.5,11,2M,green,35,19.26,14.07,4.3,0.8,2_end
12.5,11,2M,green,55,20.66,17.68,5.2,1.1,2_end
12.5,11,2M,green,44,20.49,15.31,4.28,0.8,2_end
12.5,11,2M,green,,19.85,,,1,2_end
12.5,11,2M,green,,20.17,,,1,2_end
12.5,11,2M,green,,21.29,,,1.3,2_end
12.5,11,2M,green,,18.45,,,0.8,2_end
12.5,11,2M,green,,17.4,,,0.8,2_end
12.5,11,2M,green,,18.34,,,0.8,2_end
12.5,11,2M,green,,16.04,,,0.5,2_end
12.5,11,2M,green,,20.6,,,1,2_end
12.5,11,2M,green,,20.17,,,1,2_end
12.5,11,2M,green,,22.43,,,1.1,2_end
12.5,11,2M,green,,16.45,,,0.8,2_end
12.5,11,2M,green,,18.25,,,0.7,2_end
12.5,11,2M,green,,18.74,,,0.8,2_end
12.5,11,2M,green,,18.65,,,1.2,2_end
12.5,11,2M,green,,20.53,,,1,2_end
12.5,11,2M,green,,14.08,,,0.5,2_end
7.5,5,3M,red,96,27.36,16.86,7.86,1.8,2_end
7.5,5,3M,red,4,19.9,10.32,9.34,0.9,2_end
7.5,5,3M,red,23,27.85,15.32,9.61,1.7,2_end
7.5,5,3M,red,19,26.55,18.2,7.09,1.5,2_end
7.5,5,3M,red,9,29.24,18.92,7.94,2.4,2_end
7.5,5,3M,red,21,26.72,15.26,9.44,1.5,2_end
7.5,5,3M,red,18,23.25,15.49,8.82,1.5,2_end
7.5,5,3M,red,15,31.45,15.15,7.74,2.1,2_end
7.5,5,3M,red,5,26.31,14.37,8.5,1.8,2_end
7.5,5,3M,red,97,26.99,14.1,9.4,1.5,2_end
7.5,5,3M,red,22,20.13,11.37,4.9,0.7,2_end
7.5,5,2M,green,2,25.93,17.42,8.88,2.1,2_end
7.5,5,2M,green,15,22.37,15.6,4.58,1,2_end
7.5,5,2M,green,11,21.18,15.23,5.9,1.1,2_end
7.5,5,2M,green,4,21.28,15.59,4.84,1,2_end
7.5,5,2M,green,13,26.58,13.68,4.66,1,2_end
7.5,5,2M,green,17,18.53,15.95,3.91,0.8,2_end
7.5,5,2M,green,8,24.04,14.18,5.7,1.2,2_end
7.5,5,2M,green,1,19.99,15.43,6.19,0.9,2_end
7.5,5,2M,green,21,16.23,12.45,4.69,0.5,2_end
7.5,5,2M,green,98,19.63,12.49,3.44,0.5,2_end
7.5,5,3C,blue,86,25.69,20.16,7.92,2.4,2_end
7.5,5,3C,blue,68,32.97,16.4,9.15,1.8,2_end
7.5,5,3C,blue,83,17.65,13.52,5.5,1,2_end
7.5,5,3C,blue,74,26.88,18.74,6.35,1.8,2_end
7.5,5,3C,blue,82,22.2,13.54,3.82,0.7,2_end
7.5,5,3C,blue,72,20.33,15.51,3.65,0.9,2_end
7.5,5,3C,blue,89,18.24,15.73,3.31,0.8,2_end
7.5,5,3C,blue,18,18.22,14.69,3.88,0.8,2_end
7.5,5,3C,blue,85,17.51,15.97,4.89,0.9,2_end
7.5,5,3C,blue,69,18.92,13.94,4.11,0.7,2_end
7.5,5,3M,red,,29.54,,,2.1,2_end
7.5,5,3M,red,,21.29,,,1.3,2_end
7.5,5,3M,red,,33.57,,,3.7,2_end
7.5,5,3M,red,,29.92,,,1.7,2_end
7.5,5,3M,red,,24.13,,,1.1,2_end
7.5,5,3M,red,,21.87,,,1.3,2_end
7.5,5,3M,red,,22.78,,,1.5,2_end
7.5,5,3M,red,,30.38,,,2.4,2_end
7.5,5,3M,red,,28.7,,,1.7,2_end
7.5,5,3M,red,,30.92,,,3.2,2_end
7.5,5,3M,red,,22.44,,,1.1,2_end
7.5,5,3M,red,,18.57,,,0.9,2_end
7.5,5,3M,red,,18.03,,,1.1,2_end
7.5,5,3M,red,,21.3,,,1.1,2_end
7.5,5,3M,red,,26.09,,,1.4,2_end
7.5,5,3M,red,,25.31,,,1.2,2_end
7.5,5,3M,red,,25.02,,,1.1,2_end
7.5,5,2M,green,,18.63,,,0.5,2_end
7.5,5,2M,green,,21.09,,,1.2,2_end
7.5,5,2M,green,,19.07,,,0.7,2_end
7.5,5,2M,green,,20.04,,,1,2_end
7.5,5,2M,green,,21.14,,,0.9,2_end
7.5,5,2M,green,,20.26,,,0.8,2_end
7.5,5,2M,green,,18.43,,,1,2_end
7.5,5,2M,green,,18.5,,,0.8,2_end
7.5,5,2M,green,,19.02,,,0.8,2_end
7.5,5,2M,green,,27.71,,,2.4,2_end
7.5,5,2M,green,,24,,,1.4,2_end
7.5,5,2M,green,,20.65,,,0.8,2_end
7.5,5,2M,green,,13.94,,,0.4,2_end
7.5,5,2M,green,,23.5,,,1.3,2_end
7.5,5,2M,green,,24.05,,,1.1,2_end
7.5,5,2M,green,,20.25,,,0.8,2_end
7.5,5,2M,green,,20.35,,,0.9,2_end
7.5,5,2M,green,,19.02,,,0.6,2_end
7.5,5,2M,green,,19.16,,,0.8,2_end
7.5,5,2M,green,,18.44,,,0.7,2_end
7.5,5,3C,blue,,25.72,,,1.2,2_end
7.5,5,3C,blue,,21.53,,,1.3,2_end
7.5,5,3C,blue,,22.36,,,1.4,2_end
7.5,5,3C,blue,,19.3,,,0.8,2_end
7.5,5,3C,blue,,22.46,,,1.2,2_end
7.5,5,3C,blue,,20.44,,,0.8,2_end
7.5,5,3C,blue,,22.54,,,1,2_end
7.5,5,3C,blue,,21.9,,,1.1,2_end
7.5,5,3C,blue,,19.36,,,0.6,2_end
7.5,5,3C,blue,,21.72,,,1.3,2_end
7.5,5,3C,blue,,23.11,,,1.3,2_end
7.5,5,3C,blue,,24.84,,,1.3,2_end
7.5,5,3C,blue,,22.85,,,1.1,2_end
7.5,5,3C,blue,,22.08,,,1,2_end
7.5,5,3C,blue,,24.39,,,1.2,2_end
7.5,5,3C,blue,,27.28,,,1.6,2_end
7.5,5,3C,blue,,24.32,,,1.1,2_end
7.5,5,3C,blue,,18.31,,,0.9,2_end
7.5,5,3C,blue,,18.2,,,0.8,2_end
7.5,3,3M,red,29,38.4,19.65,12.07,4.1,2_end
7.5,3,3M,red,49,26.68,15.47,10.84,2.5,2_end
7.5,3,3M,red,68,22.1,15.08,7.81,1.4,2_end
7.5,3,3M,red,32,26.62,18.59,8.45,2,2_end
7.5,3,3M,red,73,27.97,15.68,8.18,1.5,2_end
7.5,3,3M,red,47,30.3,17.68,9.62,2.5,2_end
7.5,3,3M,red,4,28.09,17.19,6.67,2.1,2_end
7.5,3,3M,red,45,29.45,20.46,8.61,2.8,2_end
7.5,3,3M,red,70,24.33,15.75,10.22,1.7,2_end
7.5,3,3M,red,69,24.4,14.23,7.13,1.3,2_end
7.5,3,2M,green,36,25,17.99,9.24,1.9,2_end
7.5,3,2M,green,48,21.58,16.27,5.93,1.2,2_end
7.5,3,2M,green,28,23.66,18.16,6.14,1.2,2_end
7.5,3,2M,green,46,19.39,12.32,3.91,0.6,2_end
7.5,3,2M,green,33,22.02,17.52,4.3,1.1,2_end
7.5,3,2M,green,15,16.98,14.98,4.3,0.7,2_end
7.5,3,2M,green,55,18.67,14.94,3.5,0.7,2_end
7.5,3,2M,green,62,20.86,14.34,5.11,1.1,2_end
7.5,3,2M,green,69,17.22,16.27,4.81,0.9,2_end
7.5,3,2M,green,32,20.89,16.51,4.72,0.8,2_end
7.5,3,3C,white,15,29.14,18.58,8.47,2.3,2_end
7.5,3,3C,white,7,27.56,18.17,7.07,1.6,2_end
7.5,3,3C,white,20,22.72,16.57,7.51,1.4,2_end
7.5,3,3C,white,23,20.94,17.56,7.11,1.4,2_end
7.5,3,3C,white,17,30.74,18.24,7.29,2.5,2_end
7.5,3,3C,white,19,27.86,13.15,6.6,1.5,2_end
7.5,3,3C,white,1,25.45,15.26,8.96,1.6,2_end
7.5,3,3C,white,13,23.88,16.65,4.62,1.1,2_end
7.5,3,3C,white,6,22.2,15.78,6.32,1,2_end
7.5,3,3C,white,14,24.82,15.34,6.45,1.2,2_end
7.5,3,3C,white,22,17.02,14.02,3.64,0.6,2_end
7.5,3,3C,white,,22.29,,,1.4,2_end
7.5,3,3C,white,,20.25,,,1,2_end
7.5,3,3C,white,,22.42,,,1.3,2_end
7.5,3,3C,white,,16.67,,,0.7,2_end
7.5,3,3C,white,,19.47,,,0.8,2_end
7.5,3,3C,white,,26.17,,,1.6,2_end
7.5,3,3C,white,,28.65,,,1.9,2_end
7.5,3,3C,white,,18.89,,,0.8,2_end
7.5,3,3C,white,,17.92,,,0.8,2_end
7.5,3,3C,white,,21.7,,,1,2_end
7.5,3,3C,white,,20.78,,,1,2_end
7.5,3,3C,white,,17.3,,,0.9,2_end
7.5,3,3C,blue,,18.52,,,0.9,2_end
7.5,3,3C,blue,,19.07,,,1,2_end
7.5,3,3M,red,,27.37,,,1.9,2_end
7.5,3,3M,red,,16.34,,,0.9,2_end
7.5,3,3M,red,,23.7,,,1.2,2_end
7.5,3,3M,red,,34.96,,,3.7,2_end
7.5,3,3M,red,,22.99,,,1.2,2_end
7.5,3,3M,red,,19.31,,,0.8,2_end
7.5,3,3M,red,,22.42,,,1.7,2_end
7.5,3,3M,red,,21.19,,,1.2,2_end
7.5,3,3M,red,,32.94,,,3.3,2_end
7.5,3,3M,red,,22.81,,,1.3,2_end
7.5,3,3M,red,,23.91,,,1.4,2_end
7.5,3,3M,red,,24.07,,,1.6,2_end
7.5,3,3M,red,,24.07,,,1.1,2_end
7.5,3,3M,red,,21.82,,,1.3,2_end
7.5,3,3M,red,,18.02,,,0.9,2_end
7.5,3,3M,red,,15.97,,,0.6,2_end
7.5,3,3M,red,,14.16,,,0.5,2_end
7.5,3,2M,green,,17.54,,,0.6,2_end
7.5,3,2M,green,,22.04,,,1.7,2_end
7.5,3,2M,green,,26.43,,,1.2,2_end
7.5,3,2M,green,,19.68,,,0.7,2_end
7.5,3,2M,green,,20.89,,,1,2_end
7.5,3,2M,green,,24.55,,,1.6,2_end
7.5,3,2M,green,,18.21,,,1,2_end
7.5,3,2M,green,,25.83,,,2,2_end
7.5,3,2M,green,,18.13,,,0.7,2_end
7.5,3,2M,green,,22.56,,,1.1,2_end
7.5,3,2M,green,,20.62,,,1,2_end
7.5,3,2M,green,,21.3,,,0.9,2_end
7.5,3,2M,green,,19.02,,,0.9,2_end
7.5,3,2M,green,,24.03,,,1.3,2_end
7.5,3,2M,green,,19.7,,,1.1,2_end
7.5,3,2M,green,,19.61,,,0.7,2_end
7.5,3,2M,green,,18.07,,,0.7,2_end
7.5,3,2M,green,,18.08,,,0.5,2_end
7.5,3,2M,green,,25.58,,,1.4,2_end
7.5,3,2M,green,,18.31,,,0.8,2_end
7.5,16,3M,red,85,35.54,18.53,10.01,2.9,2_end
7.5,16,3M,red,58,26.96,15.37,6.97,1.5,2_end
7.5,16,3M,red,50,28.15,19.04,6.9,1.9,2_end
7.5,16,3M,red,81,25.94,16.5,6.52,1.9,2_end
7.5,16,3M,red,39,28.65,18.29,11.82,3,2_end
7.5,16,3M,red,52,32.22,15.72,8.13,2.3,2_end
7.5,16,3M,red,63,29.31,19.54,9.5,2.2,2_end
7.5,16,3M,red,38,31.01,19.62,8.79,2.5,2_end
7.5,16,3M,red,77,26.55,16.05,8.98,1.7,2_end
7.5,16,3M,red,43,27.68,17.91,9.53,2.6,2_end
7.5,16,3M,red,81,18.63,17.88,5.62,1,2_end
7.5,16,2M,green,99,24.28,18.76,6.93,1.6,2_end
7.5,16,2M,green,75,21.18,17.48,5.35,1,2_end
7.5,16,2M,green,68,21.25,17.62,5.02,1.1,2_end
7.5,16,2M,green,44,20.8,15.86,4.57,1,2_end
7.5,16,2M,green,78,21.35,17.37,4.99,1,2_end
7.5,16,2M,green,67,22.36,13.44,7.52,1.1,2_end
7.5,16,2M,green,30,20.81,15.84,4.31,0.7,2_end
7.5,16,2M,green,71,19.33,13.71,4.69,0.8,2_end
7.5,16,2M,green,79,18.29,14.9,4.94,0.8,2_end
7.5,16,3C,white,43,32.89,19.91,5.45,2.2,2_end
7.5,16,3C,white,31,24.94,19.48,6.37,1.8,2_end
7.5,16,3C,white,46,24.37,18.33,6.77,1.6,2_end
7.5,16,3C,white,27,28.05,15.39,8.63,1.5,2_end
7.5,16,3C,white,26,22.7,18.9,5.55,1.6,2_end
7.5,16,3C,white,30,24.25,15.19,6.56,1,2_end
7.5,16,3C,white,28,21.62,17.31,3.79,1,2_end
7.5,16,3C,white,35,22.84,16.45,5.35,1.1,2_end
7.5,16,3C,white,58,41.67,19.12,5.93,1.3,2_end
7.5,16,3C,white,50,23.75,14.52,5.26,1.1,2_end
7.5,16,3C,white,,21.02,,,0.9,2_end
7.5,16,3C,white,,18.45,,,1,2_end
7.5,16,3C,white,,16.82,,,0.7,2_end
7.5,16,3C,white,,23.34,,,1.2,2_end
7.5,16,3C,white,,21.01,,,0.8,2_end
7.5,16,3C,white,,18.71,,,0.6,2_end
7.5,16,3C,white,,16.66,,,0.8,2_end
7.5,16,3C,white,,17.45,,,1.1,2_end
7.5,16,3C,white,,15.84,,,0.8,2_end
7.5,16,3C,white,,18.14,,,0.8,2_end
7.5,16,3C,white,,17.47,,,0.8,2_end
7.5,16,3C,white,,16.93,,,0.8,2_end
7.5,16,3C,white,,16.66,,,0.7,2_end
7.5,16,3C,white,,17.57,,,0.7,2_end
7.5,16,3C,white,,21,,,1.1,2_end
7.5,16,3C,white,,13.85,,,0.7,2_end
7.5,16,2M,green,,20.6,,,1.2,2_end
7.5,16,2M,green,,18.22,,,0.7,2_end
7.5,16,2M,green,,18.77,,,0.8,2_end
7.5,16,2M,green,,18.29,,,0.8,2_end
7.5,16,2M,green,,18.67,,,0.8,2_end
7.5,16,2M,green,,18.39,,,0.6,2_end
7.5,16,2M,green,,17.19,,,0.8,2_end
7.5,16,2M,green,,19.2,,,0.6,2_end
7.5,16,2M,green,,17.54,,,0.7,2_end
7.5,16,2M,green,,18.11,,,0.7,2_end
7.5,16,2M,green,,24.41,,,1.1,2_end
7.5,16,2M,green,,20.32,,,0.8,2_end
7.5,16,2M,green,,15.47,,,0.5,2_end
7.5,16,2M,green,,16.45,,,0.5,2_end
7.5,16,2M,green,,18.72,,,0.6,2_end
7.5,16,2M,green,,19.43,,,0.7,2_end
7.5,16,2M,green,,14.58,,,0.4,2_end
7.5,16,3M,red,,25.61,,,1.7,2_end
7.5,16,3M,red,,26.07,,,1.3,2_end
7.5,16,3M,red,,25.53,,,2.2,2_end
7.5,16,3M,red,,22.21,,,1,2_end
7.5,16,3M,red,,28.51,,,1.8,2_end
7.5,16,3M,red,,26.19,,,1.4,2_end
7.5,16,3M,red,,29.85,,,1.7,2_end
7.5,16,3M,red,,25.23,,,1.6,2_end
7.5,16,3M,red,,30.84,,,2.2,2_end
7.5,16,3M,red,,24.72,,,1.6,2_end
7.5,16,3M,red,,26.73,,,2.2,2_end
7.5,16,3M,red,,19.79,,,0.9,2_end
7.5,16,3M,red,,20.47,,,0.9,2_end
7.5,16,3M,red,,17.4,,,1,2_end
7.5,16,3M,red,,20.06,,,1.2,2_end
17.5,2,3M,red+white,96,22.84,13.04,6.56,1.4,2_end
17.5,2,3M,red+white,92,19.62,17.67,6.81,1.3,2_end
17.5,2,3M,red+white,93,26.49,17.86,5.9,1.5,2_end
17.5,2,3M,red+white,97,21.76,13.66,5.33,1.2,2_end
17.5,2,3M,red+white,100,22.28,14.42,7.29,1.5,2_end
17.5,2,3M,red+white,99,20.74,13.77,5.43,1.1,2_end
17.5,2,3M,red+white,94,17.77,13.13,5.72,0.7,2_end
17.5,2,3M,red+white,91,21.98,14.25,6.34,1.3,2_end
17.5,2,2M,green,100,15.41,13.73,4.72,0.6,2_end
17.5,2,2M,green,92,19.22,13.31,4.53,0.9,2_end
17.5,2,2M,green,95,26.48,16.8,5.05,1.3,2_end
17.5,2,2M,green,90,21.67,13.75,5.46,1,2_end
17.5,2,2M,green,96,18.23,5.02,4.9,0.8,2_end
17.5,2,2M,green,94,18.62,13.98,4.17,1,2_end
17.5,2,2M,green,91,19.45,13.22,4.63,0.8,2_end
17.5,2,2M,green,93,19.41,14.24,6.41,0.9,2_end
